#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
Eaurantiacum              -         SAM                  RF00162    cm        1      108   176982   177077      +    no    1 0.55   0.0   77.8     3e-17 !   -
E_sp_AT1b                 -         SAM                  RF00162    cm        1      108  1404452  1404553      +    no    1 0.51   0.0   77.6   3.2e-17 !   -
E_profundum_PHM_11        -         SAM                  RF00162    cm        1      108   708164   708063      -    no    1 0.51   0.0   77.6   3.2e-17 !   -
E_sp_AT1b                 -         SAM                  RF00162    cm        1      108  1986459  1986364      -    no    1 0.54   0.0   77.5   3.6e-17 !   -
E_profundum_PHM_11        -         SAM                  RF00162    cm        1      108   155951   156046      +    no    1 0.54   0.0   77.5   3.6e-17 !   -
Ealkaliphilum_12_1        -         SAM                  RF00162    cm        1      108  2276413  2276516      +    no    1 0.57   0.0   77.3   4.2e-17 !   -
E_sp_AT1b                 -         SAM                  RF00162    cm        1      108  1404246  1404144      -    no    1 0.54   0.0   76.8   5.7e-17 !   -
E_profundum_PHM_11        -         SAM                  RF00162    cm        1      108   708370   708472      +    no    1 0.54   0.0   76.8   5.7e-17 !   -
Eaurantiacum              -         SAM                  RF00162    cm        1      108   780535   780638      +    no    1 0.57   0.0   76.6   6.3e-17 !   -
E_sibiricum_255-15        -         SAM                  RF00162    cm        1      108   449125   449227      +    no    1 0.55   0.0   76.3   7.8e-17 !   -
E_antarcticum_dsm14480    -         SAM                  RF00162    cm        1      108  2010402  2010504      +    no    1 0.55   0.0   76.3   7.8e-17 !   -
Echiriqhuca               -         SAM                  RF00162    cm        1      108   271930   271829      -    no    1 0.53   0.0   76.3   8.1e-17 !   -
Echiriqhuca               -         SAM                  RF00162    cm        1      108   272136   272238      +    no    1 0.57   0.0   76.2   8.4e-17 !   -
Emexicanum                -         SAM                  RF00162    cm        1      108  1951653  1951551      -    no    1 0.57   0.0   76.2   8.4e-17 !   -
Ealkaliphilum_12_1        -         SAM                  RF00162    cm        1      108  1666820  1666914      +    no    1 0.54   0.0   76.1   9.4e-17 !   -
E_antarcticum_dsm14480    -         SAM                  RF00162    cm        1      108  2010193  2010092      -    no    1 0.52   0.0   75.3   1.5e-16 !   -
E_sibiricum_255-15        -         SAM                  RF00162    cm        1      108   448917   448816      -    no    1 0.52   0.0   75.3   1.6e-16 !   -
Ealkaliphilum_12_1        -         SAM                  RF00162    cm        1      108  2075838  2075952      +    no    1 0.50   0.0   74.6   2.5e-16 !   -
Eaurantiacum              -         SAM                  RF00162    cm        1      108   780329   780227      -    no    1 0.55   0.0   73.3     6e-16 !   -
Echiriqhuca               -         SAM                  RF00162    cm        1      108   854272   854386      +    no    1 0.49   0.0   72.3   1.1e-15 !   -
E_sp_AT1b                 -         SAM                  RF00162    cm        1      108   696533   696414      -    no    1 0.52   0.0   67.8   2.4e-14 !   -
E_marinum_DSM_16307       -         SAM                  RF00162    cm        1      108  1328999  1329118      +    no    1 0.52   0.0   67.8   2.4e-14 !   -
E_profundum_PHM_11        -         SAM                  RF00162    cm        1      108  1370739  1370858      +    no    1 0.52   0.0   67.8   2.4e-14 !   -
E_oxidotolerans_JCM_12280 -         SAM                  RF00162    cm        1      108  1237297  1237399      +    no    1 0.51   0.0   66.8   4.6e-14 !   -
Eaurantiacum              -         SAM                  RF00162    cm        1      108  1442999  1443118      +    no    1 0.50   0.0   65.3   1.2e-13 !   -
Ealkaliphilum_12_1        -         SAM                  RF00162    cm        1      108   337525   337641      +    no    1 0.51   0.0   65.1   1.4e-13 !   -
E_sibiricum_255-15        -         SAM                  RF00162    cm        1      108  2708001  2708104      +    no    1 0.54   0.0   65.1   1.4e-13 !   -
E_antarcticum_dsm14480    -         SAM                  RF00162    cm        1      108  1212321  1212423      +    no    1 0.50   0.0   64.9   1.7e-13 !   -
Emexicanum                -         SAM                  RF00162    cm        1      108  1277094  1276975      -    no    1 0.51   0.0   64.7   1.9e-13 !   -
Echiriqhuca               -         SAM                  RF00162    cm        1      108   912219   912338      +    no    1 0.50   0.0   64.7   1.9e-13 !   -
Echiriqhuca               -         SAM                  RF00162    cm        1      108  1288352  1288251      -    no    1 0.52   0.0   64.6     2e-13 !   -
Ealkaliphilum_12_1        -         SAM                  RF00162    cm        1      108   525416   525316      -    no    1 0.50   0.0   63.0   5.8e-13 !   -
E_sp_AT1b                 -         SAM                  RF00162    cm        1      108   311003   311102      +    no    1 0.52   0.0   62.4   8.8e-13 !   -
E_marinum_DSM_16307       -         SAM                  RF00162    cm        1      108  1709589  1709490      -    no    1 0.52   0.0   62.4   8.8e-13 !   -
E_profundum_PHM_11        -         SAM                  RF00162    cm        1      108  1773968  1773869      -    no    1 0.52   0.0   62.4   8.8e-13 !   -
E_oxidotolerans_JCM_12280 -         SAM                  RF00162    cm        1      108  2018416  2018310      -    no    1 0.50   0.0   62.0   1.2e-12 !   -
E_sp_MH3                  -         SAM                  RF00162    cm        1      108  2811879  2811980      +    no    1 0.49   0.0   61.6   1.5e-12 !   -
E_enclense_NIO-1109       -         SAM                  RF00162    cm        1      108    82820    82719      -    no    1 0.49   0.0   61.6   1.5e-12 !   -
Emexicanum                -         SAM                  RF00162    cm        1      108   901765   901865      +    no    1 0.51   0.0   61.5   1.6e-12 !   -
E_sp_U13-1                -         SAM                  RF00162    cm        1      108   102611   102712      +    no    1 0.50   0.0   60.8   2.5e-12 !   -
E_acetylicum_DSM_20416    -         SAM                  RF00162    cm        1      108  2401997  2402098      +    no    1 0.50   0.0   60.8   2.5e-12 !   -
E_indicum_HHS_31          -         SAM                  RF00162    cm        1      108  2960970  2961071      +    no    1 0.50   0.0   60.8   2.5e-12 !   -
E_sp_ZWU0009_fita         -         SAM                  RF00162    cm        1      108  2930133  2930234      +    no    1 0.48   0.0   60.8   2.6e-12 !   -
Eaurantiacum              -         SAM                  RF00162    cm        1      108  1817214  1817115      -    no    1 0.52   0.0   60.5     3e-12 !   -
E_oxidotolerans_JCM_12280 -         SAM                  RF00162    cm        1      108   813652   813526      -    no    1 0.46   0.0   59.3   6.8e-12 !   -
E_enclense_NIO-1109       -         SAM                  RF00162    cm        1      108  2263506  2263403      -    no    1 0.49   0.0   58.8   9.7e-12 !   -
E_sp_MH3                  -         SAM                  RF00162    cm        1      108  2345920  2345794      -    no    1 0.46   0.0   58.8     1e-11 !   -
E_sp_U13-1                -         SAM                  RF00162    cm        1      108  2842639  2842513      -    no    1 0.46   0.0   58.8     1e-11 !   -
E_sp_ZWU0009_fita         -         SAM                  RF00162    cm        1      108  2444715  2444589      -    no    1 0.46   0.0   58.8     1e-11 !   -
E_acetylicum_DSM_20416    -         SAM                  RF00162    cm        1      108  1945368  1945242      -    no    1 0.46   0.0   58.8     1e-11 !   -
E_enclense_NIO-1109       -         SAM                  RF00162    cm        1      108   541835   541961      +    no    1 0.46   0.0   58.8     1e-11 !   -
E_indicum_HHS_31          -         SAM                  RF00162    cm        1      108    57444    57318      -    no    1 0.46   0.0   58.8     1e-11 !   -
E_sibiricum_255-15        -         SAM                  RF00162    cm        1      108  2253359  2253233      -    no    1 0.44   0.0   58.4   1.3e-11 !   -
E_sp_MH3                  -         SAM                  RF00162    cm        1      108   397552   397449      -    no    1 0.50   0.0   58.1   1.5e-11 !   -
E_sp_U13-1                -         SAM                  RF00162    cm        1      108   875007   874904      -    no    1 0.50   0.0   58.1   1.5e-11 !   -
E_sp_ZWU0009_fita         -         SAM                  RF00162    cm        1      108   450162   450059      -    no    1 0.50   0.0   58.1   1.5e-11 !   -
E_acetylicum_DSM_20416    -         SAM                  RF00162    cm        1      108     9459     9356      -    no    1 0.50   0.0   58.1   1.5e-11 !   -
E_indicum_HHS_31          -         SAM                  RF00162    cm        1      108  1940463  1940566      +    no    1 0.50   0.0   58.1   1.5e-11 !   -
E_sibiricum_255-15        -         SAM                  RF00162    cm        1      108   425900   425797      -    no    1 0.50   0.0   57.8   1.9e-11 !   -
E_antarcticum_dsm14480    -         SAM                  RF00162    cm        1      108  1987196  1987093      -    no    1 0.50   0.0   57.8   1.9e-11 !   -
E_antarcticum_dsm14480    -         SAM                  RF00162    cm        1      108   743872   743746      -    no    1 0.45   0.0   57.6   2.2e-11 !   -
Echiriqhuca               -         Purine               RF00167    cm        1      102  2442675  2442574      -    no    1 0.38   0.0   88.6   7.2e-16 !   -
Emexicanum                -         Purine               RF00167    cm        1      102  2785006  2785107      +    no    1 0.38   0.0   88.5   7.8e-16 !   -
Emexicanum                -         Purine               RF00167    cm        1      102  2365567  2365668      +    no    1 0.48   0.0   88.0     1e-15 !   -
Eaurantiacum              -         Purine               RF00167    cm        1      102    25999    25898      -    no    1 0.40   0.0   87.4   1.5e-15 !   -
E_marinum_DSM_16307       -         Purine               RF00167    cm        1      102     4381     4280      -    no    1 0.39   0.0   87.3   1.5e-15 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102   304788   304889      +    no    1 0.40   0.0   87.3   1.6e-15 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102  1557158  1557259      +    no    1 0.40   0.0   87.3   1.6e-15 !   -
E_profundum_PHM_11        -         Purine               RF00167    cm        1      102     6035     5934      -    no    1 0.40   0.0   87.1   1.7e-15 !   -
Echiriqhuca               -         Purine               RF00167    cm        1      102  2646039  2645938      -    no    1 0.45   0.0   87.0   1.9e-15 !   -
E_sp_AT1b                 -         Purine               RF00167    cm        1      102  2156650  2156751      +    no    1 0.40   0.0   86.6   2.3e-15 !   -
Eaurantiacum              -         Purine               RF00167    cm        1      102   231204   231103      -    no    1 0.46   0.0   85.9   3.3e-15 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102  1718792  1718691      -    no    1 0.46   0.0   85.8   3.5e-15 !   -
E_sp_MH3                  -         Purine               RF00167    cm        1      102   449117   449218      +    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_sp_U13-1                -         Purine               RF00167    cm        1      102   931885   931986      +    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_sp_ZWU0009_fita         -         Purine               RF00167    cm        1      102   495725   495826      +    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_acetylicum_DSM_20416    -         Purine               RF00167    cm        1      102    55016    55117      +    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_enclense_NIO-1109       -         Purine               RF00167    cm        1      102  2560581  2560682      +    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_indicum_HHS_31          -         Purine               RF00167    cm        1      102  2831453  2831352      -    no    1 0.41   0.0   84.6   7.1e-15 !   -
E_sp_AT1b                 -         Purine               RF00167    cm        1      102  1934314  1934415      +    no    1 0.45   0.0   84.5   7.4e-15 !   -
E_marinum_DSM_16307       -         Purine               RF00167    cm        1      102   218382   218281      -    no    1 0.45   0.0   84.5   7.4e-15 !   -
E_oxidotolerans_JCM_12280 -         Purine               RF00167    cm        1      102  2045020  2045121      +    no    1 0.42   0.0   84.1   9.5e-15 !   -
E_profundum_PHM_11        -         Purine               RF00167    cm        1      102   208192   208091      -    no    1 0.45   0.0   84.1   9.6e-15 !   -
E_antarcticum_dsm14480    -         Purine               RF00167    cm        1      102  2022674  2022775      +    no    1 0.43   0.0   83.4   1.4e-14 !   -
E_antarcticum_dsm14480    -         Purine               RF00167    cm        1      102  2147420  2147521      +    no    1 0.43   0.0   83.4   1.4e-14 !   -
E_sibiricum_255-15        -         Purine               RF00167    cm        1      102   466079   466180      +    no    1 0.44   0.0   82.4   2.5e-14 !   -
E_sibiricum_255-15        -         Purine               RF00167    cm        1      102   474287   474388      +    no    1 0.43   0.0   81.8   3.4e-14 !   -
E_antarcticum_dsm14480    -         Purine               RF00167    cm        1      102  2155621  2155722      +    no    1 0.43   0.0   81.8   3.4e-14 !   -
E_oxidotolerans_JCM_12280 -         Purine               RF00167    cm        1      102  2053453  2053554      +    no    1 0.43   0.0   81.8   3.4e-14 !   -
Echiriqhuca               -         Purine               RF00167    cm        1      102  2444548  2444448      -    no    1 0.48   0.0   77.7   3.5e-13 !   -
Emexicanum                -         Purine               RF00167    cm        1      102  2783133  2783233      +    no    1 0.48   0.0   77.7   3.5e-13 !   -
E_sp_MH3                  -         Purine               RF00167    cm        1      102   440953   441054      +    no    1 0.47   0.0   77.5     4e-13 !   -
E_sp_U13-1                -         Purine               RF00167    cm        1      102   923719   923820      +    no    1 0.47   0.0   77.5     4e-13 !   -
E_sp_ZWU0009_fita         -         Purine               RF00167    cm        1      102   487560   487661      +    no    1 0.47   0.0   77.5     4e-13 !   -
E_acetylicum_DSM_20416    -         Purine               RF00167    cm        1      102    46851    46952      +    no    1 0.47   0.0   77.5     4e-13 !   -
E_enclense_NIO-1109       -         Purine               RF00167    cm        1      102  2297651  2297752      +    no    1 0.47   0.0   77.5     4e-13 !   -
E_indicum_HHS_31          -         Purine               RF00167    cm        1      102  1906322  1906221      -    no    1 0.47   0.0   77.5     4e-13 !   -
E_oxidotolerans_JCM_12280 -         Purine               RF00167    cm        1      102  2043107  2043208      +    no    1 0.48   0.0   76.6   6.9e-13 !   -
E_sibiricum_255-15        -         Purine               RF00167    cm        1      102   459660   459761      +    no    1 0.46   0.0   75.4   1.3e-12 !   -
E_antarcticum_dsm14480    -         Purine               RF00167    cm        1      102  2017407  2017508      +    no    1 0.46   0.0   75.4   1.3e-12 !   -
E_sp_MH3                  -         Purine               RF00167    cm        1      102   428957   429058      +    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_sp_U13-1                -         Purine               RF00167    cm        1      102   906611   906712      +    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_sp_ZWU0009_fita         -         Purine               RF00167    cm        1      102   481747   481848      +    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_acetylicum_DSM_20416    -         Purine               RF00167    cm        1      102    41038    41139      +    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_enclense_NIO-1109       -         Purine               RF00167    cm        1      102  2294918  2295019      +    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_indicum_HHS_31          -         Purine               RF00167    cm        1      102  1909055  1908954      -    no    1 0.49   0.0   74.8   1.8e-12 !   -
E_sp_AT1b                 -         Purine               RF00167    cm        1      102  2154780  2154880      +    no    1 0.47   0.0   74.6     2e-12 !   -
E_profundum_PHM_11        -         Purine               RF00167    cm        1      102     7904     7804      -    no    1 0.47   0.0   74.6     2e-12 !   -
E_sibiricum_255-15        -         Purine               RF00167    cm        1      102   235041   235140      +    no    1 0.52   0.0   73.4   4.1e-12 !   -
E_antarcticum_dsm14480    -         Purine               RF00167    cm        1      102  1787808  1787907      +    no    1 0.52   0.0   73.4   4.1e-12 !   -
Echiriqhuca               -         Purine               RF00167    cm        1      102  2429198  2429097      -    no    1 0.40   0.0   73.2   4.7e-12 !   -
Eaurantiacum              -         Purine               RF00167    cm        1      102    12526    12425      -    no    1 0.38   0.0   73.1   4.7e-12 !   -
E_marinum_DSM_16307       -         Purine               RF00167    cm        1      102     6249     6149      -    no    1 0.46   0.0   73.0   5.2e-12 !   -
E_oxidotolerans_JCM_12280 -         Purine               RF00167    cm        1      102  1805668  1805767      +    no    1 0.50   0.0   72.7   6.3e-12 !   -
Emexicanum                -         Purine               RF00167    cm        1      102  2674550  2674449      -    no    1 0.42   0.0   71.7   1.1e-11 !   -
E_sp_AT1b                 -         Purine               RF00167    cm        1      102  2170677  2170778      +    no    1 0.41   0.0   71.6   1.1e-11 !   -
E_profundum_PHM_11        -         Purine               RF00167    cm        1      102  2833234  2833133      -    no    1 0.41   0.0   71.6   1.1e-11 !   -
E_sp_MH3                  -         Purine               RF00167    cm        1      102   192380   192479      +    no    1 0.53   0.0   71.4   1.3e-11 !   -
E_sp_U13-1                -         Purine               RF00167    cm        1      102   661101   661200      +    no    1 0.53   0.0   71.4   1.3e-11 !   -
E_sp_ZWU0009_fita         -         Purine               RF00167    cm        1      102   241572   241671      +    no    1 0.53   0.0   71.4   1.3e-11 !   -
E_acetylicum_DSM_20416    -         Purine               RF00167    cm        1      102  2955720  2955819      +    no    1 0.53   0.0   71.4   1.3e-11 !   -
E_enclense_NIO-1109       -         Purine               RF00167    cm        1      102  2058335  2058434      +    no    1 0.53   0.0   71.4   1.3e-11 !   -
E_indicum_HHS_31          -         Purine               RF00167    cm        1      102  2149405  2149306      -    no    1 0.53   0.0   71.4   1.3e-11 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102    34161    34262      +    no    1 0.39   0.0   71.4   1.3e-11 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102   302944   303043      +    no    1 0.46   0.0   70.0   2.9e-11 !   -
Ealkaliphilum_12_1        -         Purine               RF00167    cm        1      102  1555314  1555413      +    no    1 0.46   0.0   70.0   2.9e-11 !   -
Eaurantiacum              -         Purine               RF00167    cm        1      102    27864    27765      -    no    1 0.46   0.0   70.0   2.9e-11 !   -
E_marinum_DSM_16307       -         Purine               RF00167    cm        1      102  2762072  2761971      -    no    1 0.44   0.0   67.6   1.1e-10 !   -
Eaurantiacum              -         Lysine               RF00168    cm        1      183  2866412  2866238      -    no    1 0.52   0.0  120.0   6.1e-31 !   -
Echiriqhuca               -         Lysine               RF00168    cm        1      183  2372915  2372741      -    no    1 0.50   0.0  119.6   7.9e-31 !   -
Emexicanum                -         Lysine               RF00168    cm        1      183  2619563  2619389      -    no    1 0.50   0.0  119.6   7.9e-31 !   -
E_sp_ZWU0009_fita         -         Lysine               RF00168    cm        1      183   220903   221091      +    no    1 0.44   0.0  118.2   2.1e-30 !   -
E_enclense_NIO-1109       -         Lysine               RF00168    cm        1      183  2037659  2037847      +    no    1 0.44   0.0  118.2   2.1e-30 !   -
E_sp_MH3                  -         Lysine               RF00168    cm        1      183   173592   173780      +    no    1 0.44   0.0  117.0   4.6e-30 !   -
E_indicum_HHS_31          -         Lysine               RF00168    cm        1      183  2168180  2167992      -    no    1 0.44   0.0  117.0   4.6e-30 !   -
Ealkaliphilum_12_1        -         Lysine               RF00168    cm        1      183    90564    90740      +    no    1 0.53   0.0  116.3   7.5e-30 !   -
E_sp_AT1b                 -         Lysine               RF00168    cm        1      183  2225988  2226162      +    no    1 0.54   0.0  115.2   1.5e-29 !   -
E_profundum_PHM_11        -         Lysine               RF00168    cm        1      183  2777929  2777755      -    no    1 0.54   0.0  115.2   1.5e-29 !   -
E_sp_U13-1                -         Lysine               RF00168    cm        1      183   640422   640610      +    no    1 0.44   0.0  114.0   3.5e-29 !   -
E_acetylicum_DSM_20416    -         Lysine               RF00168    cm        1      183  2935052  2935240      +    no    1 0.44   0.0  114.0   3.5e-29 !   -
E_marinum_DSM_16307       -         Lysine               RF00168    cm        1      183  2706756  2706581      -    no    1 0.52   0.0  110.4   4.1e-28 !   -
E_sibiricum_255-15        -         Lysine               RF00168    cm        1      183   216092   216276      +    no    1 0.44   0.0  110.2   4.5e-28 !   -
E_oxidotolerans_JCM_12280 -         Lysine               RF00168    cm        1      183  2099893  2100071      +    no    1 0.46   0.0  110.0   5.3e-28 !   -
E_sp_ZWU0009_fita         -         Lysine               RF00168    cm        1      183   540295   540472      +    no    1 0.49   0.0  108.5   1.4e-27 !   -
E_sp_MH3                  -         Lysine               RF00168    cm        1      183   493677   493854      +    no    1 0.49   0.0  108.5   1.5e-27 !   -
E_antarcticum_dsm14480    -         Lysine               RF00168    cm        1      183  1768103  1768287      +    no    1 0.43   0.0  108.2   1.9e-27 !   -
E_sibiricum_255-15        -         Lysine               RF00168    cm        1      183  2963330  2963505      +    no    1 0.51   0.0  107.8   2.4e-27 !   -
E_acetylicum_DSM_20416    -         Lysine               RF00168    cm        1      183    99585    99762      +    no    1 0.49   0.0  107.4   3.2e-27 !   -
E_enclense_NIO-1109       -         Lysine               RF00168    cm        1      183  2605142  2605319      +    no    1 0.49   0.0  107.4   3.2e-27 !   -
E_indicum_HHS_31          -         Lysine               RF00168    cm        1      183  2786894  2786717      -    no    1 0.49   0.0  107.4   3.2e-27 !   -
E_sp_U13-1                -         Lysine               RF00168    cm        1      183   976455   976632      +    no    1 0.49   0.0  107.3   3.4e-27 !   -
E_antarcticum_dsm14480    -         Lysine               RF00168    cm        1      183  1477573  1477748      +    no    1 0.48   0.0  106.7   4.9e-27 !   -
E_oxidotolerans_JCM_12280 -         Lysine               RF00168    cm        1      183  1489472  1489647      +    no    1 0.48   0.0  106.5   5.7e-27 !   -
E_acetylicum_DSM_20416    -         Lysine               RF00168    cm        1      183  2650235  2650413      +    no    1 0.49   0.0  105.1   1.5e-26 !   -
E_sp_U13-1                -         Lysine               RF00168    cm        1      183   351356   351534      +    no    1 0.49   0.0  104.7     2e-26 !   -
E_sp_ZWU0009_fita         -         Lysine               RF00168    cm        1      183  3175446  3175624      +    no    1 0.49   0.0  104.7     2e-26 !   -
E_enclense_NIO-1109       -         Lysine               RF00168    cm        1      183  2381909  2381731      -    no    1 0.50   0.0  104.5   2.3e-26 !   -
E_antarcticum_dsm14480    -         Lysine               RF00168    cm        1      183  2200471  2200648      +    no    1 0.49   0.0  103.9   3.4e-26 !   -
E_sibiricum_255-15        -         Lysine               RF00168    cm        1      183   518807   518985      +    no    1 0.47   0.0  102.5   8.6e-26 !   -
E_indicum_HHS_31          -         Lysine               RF00168    cm        1      183  2459368  2459190      -    no    1 0.51   0.0  102.0   1.2e-25 !   -
E_oxidotolerans_JCM_12280 -         Lysine               RF00168    cm        1      183  1785327  1785511      +    no    1 0.44   0.0  100.8   2.7e-25 !   -
Emexicanum                -         Lysine               RF00168    cm        1      183  2631652  2631472      -    no    1 0.52   0.0   99.7   5.6e-25 !   -
E_sp_AT1b                 -         Lysine               RF00168    cm        1      183  2213947  2214126      +    no    1 0.54   0.0   99.3   7.3e-25 !   -
E_profundum_PHM_11        -         Lysine               RF00168    cm        1      183  2790476  2790297      -    no    1 0.53   0.0   98.9   9.9e-25 !   -
Ealkaliphilum_12_1        -         Lysine               RF00168    cm        1      183    77753    77933      +    no    1 0.54   0.0   98.1   1.7e-24 !   -
Eaurantiacum              -         Lysine               RF00168    cm        1      183  2879234  2879054      -    no    1 0.54   0.0   97.4   2.7e-24 !   -
E_marinum_DSM_16307       -         Lysine               RF00168    cm        1      183  2718796  2718617      -    no    1 0.54   0.0   97.3   2.9e-24 !   -
Echiriqhuca               -         Lysine               RF00168    cm        1      183  2385006  2384826      -    no    1 0.54   0.0   97.1   3.2e-24 !   -
E_oxidotolerans_JCM_12280 -         Bacteria_small_SRP   RF00169    cm        1       97  1591958  1592057      +    no    1 0.56   0.0   73.3   1.3e-15 !   -
E_sibiricum_255-15        -         Bacteria_small_SRP   RF00169    cm        1       97    26320    26419      +    no    1 0.58   0.0   72.1   2.9e-15 !   -
E_antarcticum_dsm14480    -         Bacteria_small_SRP   RF00169    cm        1       97  1576215  1576314      +    no    1 0.58   0.0   71.6     4e-15 !   -
E_sp_MH3                  -         Bacteria_small_SRP   RF00169    cm        1       97  3155532  3155631      +    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_sp_U13-1                -         Bacteria_small_SRP   RF00169    cm        1       97   453403   453502      +    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_sp_ZWU0009_fita         -         Bacteria_small_SRP   RF00169    cm        1       97    26267    26366      +    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_acetylicum_DSM_20416    -         Bacteria_small_SRP   RF00169    cm        1       97  2745870  2745969      +    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_enclense_NIO-1109       -         Bacteria_small_SRP   RF00169    cm        1       97    10786    10885      +    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_indicum_HHS_31          -         Bacteria_small_SRP   RF00169    cm        1       97   306707   306608      -    no    1 0.53   0.0   69.7   1.4e-14 !   -
E_sp_AT1b                 -         Bacteria_small_SRP   RF00169    cm        1       97  1670999  1670899      -    no    1 0.61   0.0   69.5   1.7e-14 !   -
E_marinum_DSM_16307       -         Bacteria_small_SRP   RF00169    cm        1       97   453196   453296      +    no    1 0.61   0.0   69.5   1.7e-14 !   -
E_profundum_PHM_11        -         Bacteria_small_SRP   RF00169    cm        1       97   467715   467815      +    no    1 0.61   0.0   69.5   1.7e-14 !   -
Ealkaliphilum_12_1        -         Bacteria_small_SRP   RF00169    cm        1       97  2813876  2813776      -    no    1 0.62   0.0   68.8   2.6e-14 !   -
Eaurantiacum              -         Bacteria_small_SRP   RF00169    cm        1       97   505363   505463      +    no    1 0.62   0.0   68.8   2.6e-14 !   -
Echiriqhuca               -         Bacteria_small_SRP   RF00169    cm        1       97  2904373  2904473      +    no    1 0.62   0.0   68.8   2.6e-14 !   -
Emexicanum                -         Bacteria_small_SRP   RF00169    cm        1       97  2920997  2920897      -    no    1 0.62   0.0   68.8   2.6e-14 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   571764   571972      +    no    1 0.47   0.0  144.4     4e-33 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2011179  2011383      +    no    1 0.50   0.0  138.5   1.3e-31 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   532572   532349      -    no    1 0.49   0.0  138.3   1.5e-31 !   -
Emexicanum                -         T-box                RF00230    cm        1      224   307176   306969      -    no    1 0.53   0.0  137.7   2.1e-31 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224   255387   255611      +    no    1 0.54   0.0  137.3   2.7e-31 !   -
Emexicanum                -         T-box                RF00230    cm        1      224  1968399  1968175      -    no    1 0.53   0.0  136.7   3.8e-31 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1888432  1888639      +    no    1 0.53   0.0  136.7   3.9e-31 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224  2041455  2041232      -    no    1 0.49   0.0  135.2   9.5e-31 !   -
E_sp_AT1b                 -         T-box                RF00230    cm        1      224  1419966  1419738      -    no    1 0.51   0.0  134.5   1.5e-30 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224   691915   692143      +    no    1 0.51   0.0  134.5   1.5e-30 !   -
E_oxidotolerans_JCM_12280 -         T-box                RF00230    cm        1      224   601676   601454      -    no    1 0.49   0.0  134.2   1.7e-30 !   -
E_sibiricum_255-15        -         T-box                RF00230    cm        1      224   971614   971846      +    no    1 0.50   0.0  133.4   2.7e-30 !   -
E_antarcticum_dsm14480    -         T-box                RF00230    cm        1      224   504419   504623      +    no    1 0.49   0.0  132.7   4.1e-30 !   -
Echiriqhuca               -         T-box                RF00230    cm        1      224  1984962  1984743      -    no    1 0.54   0.0  132.3   5.3e-30 !   -
E_sp_MH3                  -         T-box                RF00230    cm        1      224  2117362  2117567      +    no    1 0.48   0.0  131.8   7.1e-30 !   -
E_indicum_HHS_31          -         T-box                RF00230    cm        1      224  1725016  1725221      +    no    1 0.48   0.0  131.8   7.1e-30 !   -
E_sp_U13-1                -         T-box                RF00230    cm        1      224  2607599  2607804      +    no    1 0.48   0.0  131.4     9e-30 !   -
E_sp_ZWU0009_fita         -         T-box                RF00230    cm        1      224  2209527  2209732      +    no    1 0.48   0.0  131.4     9e-30 !   -
E_acetylicum_DSM_20416    -         T-box                RF00230    cm        1      224  1687139  1686934      -    no    1 0.47   0.0  131.3   9.5e-30 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  2313729  2313937      +    no    1 0.46   0.0  130.3   1.8e-29 !   -
E_profundum_PHM_11        -         T-box                RF00230    cm        1      224  2407844  2407623      -    no    1 0.51   0.0  130.3   1.8e-29 !   -
Ealkaliphilum_12_1        -         T-box                RF00230    cm        1      224  2259300  2259529      +    no    1 0.53   0.0  129.9   2.2e-29 !   -
